Date,Product Name,Quantity
2020-03-26,Boho Eatery Smoked Salmon &amp; Potato Cakes  - 4 cakes,2
2020-03-27,Boho Eatery Smoked Salmon &amp; Potato Cakes  - 4 cakes,4
2020-03-29,Boho Eatery Smoked Salmon &amp; Potato Cakes  - 4 cakes,1
2020-03-30,Boho Eatery Smoked Salmon &amp; Potato Cakes  - 4 cakes,4
2020-03-31,Boho Eatery Smoked Salmon &amp; Potato Cakes  - 4 cakes,5
2020-04-01,Boho Eatery Smoked Salmon &amp; Potato Cakes  - 4 cakes,1
