Date,Product Name,Quantity
2024-03-17,AJ Nuts Macadamia - 500g,1
2024-03-18,AJ Nuts Macadamia - 500g,2
2024-05-07,AJ Nuts Macadamia - 500g,1
2024-05-08,AJ Nuts Macadamia - 500g,1
2024-08-06,AJ Nuts Macadamia - 500g,1
