Date,Product Name,Quantity
2021-04-12,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-04-16,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,3
2021-04-19,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-04-23,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-04-30,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-05-08,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,2
2021-05-17,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-06-24,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,4
2021-07-04,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-07-08,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,6
2021-07-14,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,4
2021-08-06,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-08-07,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,4
2021-08-09,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-08-27,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,2
2021-09-02,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,4
2021-09-16,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-09-28,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,4
2021-10-05,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-10-06,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-10-09,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,4
2021-10-13,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,1
2021-10-19,Neli &amp; Co Bamboo Eco Nappies - 3 - 6kg | Trial Pack / 38 Pieces,4
