Date,Product Name,Quantity
2018-12-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2018-12-02,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2018-12-06,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2018-12-07,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2018-12-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2018-12-10,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2018-12-12,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,6
2018-12-13,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2018-12-17,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,8
2018-12-18,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2018-12-19,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-01-03,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,6
2019-01-05,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-01-07,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-01-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-01-10,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-01-12,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,12
2019-01-15,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,11
2019-01-17,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-01-18,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-01-21,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-01-22,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-01-23,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-01-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-01-27,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-01-28,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-01-29,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-02-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-02-02,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-02-03,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-02-06,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,6
2019-02-07,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-02-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-02-10,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-02-11,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-02-12,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-02-13,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-02-15,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-02-16,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-02-18,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-02-21,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-03-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,8
2019-03-08,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-03-13,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-03-15,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-03-16,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-03-18,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-03-20,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-03-21,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-03-22,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-03-25,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-03-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,7
2019-03-30,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-04-02,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-04-03,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-04-06,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,6
2019-04-08,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-04-10,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-04-11,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-04-14,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,8
2019-04-18,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-04-19,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-04-22,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-04-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,8
2019-04-30,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-05-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-05-02,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-05-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-05-13,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-05-15,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-05-16,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-05-17,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-05-20,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-05-23,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-05-25,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-05-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-05-27,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-05-28,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-06-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-06-03,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,13
2019-06-08,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-06-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,7
2019-06-11,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-06-12,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-06-14,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-06-18,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-06-20,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,6
2019-06-24,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-06-25,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-06-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-06-27,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-06-29,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-07-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,7
2019-07-02,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,6
2019-07-04,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-07-05,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-07-06,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-07-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-07-10,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-07-11,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-07-14,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-07-18,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,9
2019-07-21,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-07-25,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-07-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-07-28,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-07-29,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-07-30,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-08-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,8
2019-08-06,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-08-07,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,6
2019-08-11,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-08-13,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-08-14,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-08-15,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-08-22,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-08-23,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-08-28,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-09-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-09-03,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-09-04,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-09-05,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-09-06,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-09-10,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-09-12,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-09-20,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,7
2019-09-22,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-09-23,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-09-24,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-09-25,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,11
2019-09-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-09-28,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-09-29,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-10-03,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-10-04,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-10-05,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-10-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-10-11,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,8
2019-10-14,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-10-15,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-10-16,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-10-21,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-10-23,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-10-26,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-10-27,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-10-28,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,3
2019-10-31,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-11-01,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-11-02,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,4
2019-11-04,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-11-09,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,5
2019-11-10,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,2
2019-11-11,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-11-14,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
2019-11-15,Kombucha Strawberry Ginger Lemon Thyme &amp; Sweet Oolong Tea - 300ml,1
