Date,Product Name,Quantity
2020-03-31,Boho Eatery Shiitake &amp; Tofu Dumplings - 9 pieces,2
2020-04-01,Boho Eatery Shiitake &amp; Tofu Dumplings - 9 pieces,3
2020-04-05,Boho Eatery Shiitake &amp; Tofu Dumplings - 9 pieces,2
2020-04-09,Boho Eatery Shiitake &amp; Tofu Dumplings - 9 pieces,1
2020-04-14,Boho Eatery Shiitake &amp; Tofu Dumplings - 9 pieces,1
2020-04-15,Boho Eatery Shiitake &amp; Tofu Dumplings - 9 pieces,2
2020-04-16,Boho Eatery Shiitake &amp; Tofu Dumplings - 9 pieces,1
