Date,Product Name,Quantity
2018-12-09,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2018-12-17,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,3
2018-12-21,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2018-12-29,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2018-12-31,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-01-16,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-01-21,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-01-28,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-02-11,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-02-13,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-03-05,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-03-08,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-03-14,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,3
2019-03-16,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-03-25,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-03-28,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-04-04,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-04-14,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-04-17,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-04-29,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-04-30,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-05-01,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,2
2019-05-06,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-05-07,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,2
2019-05-11,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-05-18,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,2
2019-05-27,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-06-09,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-06-12,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-06-26,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,1
2019-06-28,Almond &amp; Sea Salt 33% Milk Chocolate - 100g,2
